date,光,前日价格,太阳辐射预测,新能源,新能源差分,时间,次日东送,正备用,温度预测10,火电竞价空间,火电竞价空间差分,系统负荷,降水预测,非市场,风,风速预测50,实时价格
2022/6/1 0:00,75.3725,,,1616.77,0,1,705.7575,4673.74,,23875.49,0,30834.7,,6048.1975,1541.3975,,407.882
2022/6/1 1:00,74.52,,,1822.6675,205.8975,2,752.4125,4608.43,,23270.9975,-604.4925,30430.825,,6089.5725,1748.1475,,387.561
2022/6/1 2:00,74.605,,,1533.94,-288.7275,3,717.915,5069.675,,23577.5375,306.54,30449.425,,6055.8625,1459.335,,361.58
2022/6/1 3:00,74.66,,,1221.28,-312.66,4,743.585,5441.5925,,23836.3325,258.795,30448.8,,6134.7725,1146.62,,382.338
2022/6/1 4:00,73.29,,,1478.5675,257.2875,5,774.495,5579.2675,,23681.0575,-155.275,30370.275,,5985.145,1405.2775,,386.431
2022/6/1 5:00,181.9525,,,2114.3125,635.745,6,771.1275,5477.04,,23257.1875,-423.87,30568.875,,5968.5025,1932.36,,364.573
2022/6/1 6:00,786.105,,,3178.4275,1064.115,7,708.6575,5084.2575,,22681.1725,-576.015,31226.9,,6075.9575,2392.3225,,353.335
2022/6/1 7:00,2438.915,,,4917.02,1738.5925,8,1003.605,5120.0375,,21150.2525,-1530.92,31440.65,,6376.9825,2478.105,,335.116
2022/6/1 8:00,4334.22,,,7221.565,2304.545,9,1370.8,5831.4475,,18933.5575,-2216.695,31508.65,,6724.3275,2887.345,,350
2022/6/1 9:00,5715.705,,,8963.9875,1742.4225,10,1534.95,5973.33,,17533.4425,-1400.115,31770.375,,6807.895,3248.2825,,341.286
2022/6/1 10:00,6749.03,,,9822.0875,858.1,11,1506.8275,6279.29,,16951.3925,-582.05,32100.075,,6833.4225,3073.0575,,333.731
2022/6/1 11:00,7360.2725,,,10226.9375,404.85,12,1274.725,6797.255,,16428.845,-522.5475,32296.4,,6915.3425,2866.665,,350.892
2022/6/1 12:00,7534.205,,,10325.45,98.5125,13,1113.43,7505.6925,,15421.7775,-1007.0675,31578,,6944.2025,2791.245,,349.417
2022/6/1 13:00,7334.005,,,10123.9775,-201.4725,14,1138.955,7482.2525,,15408.6125,-13.165,31282.925,,6889.29,2789.9725,,349.634
2022/6/1 14:00,6784.8925,,,9574.4825,-549.495,15,1143.29,7173.66,,16347.8425,939.23,31586.2,,6807.165,2789.59,,346.502
2022/6/1 15:00,5779.115,,,8549.68,-1024.8025,16,1073.86,6988.67,,17609.715,1261.8725,31717.525,,6631.99,2770.565,,362.609
2022/6/1 16:00,4296.5125,,,6969.975,-1579.705,17,1334.2625,5580.2925,,20039.4825,2429.7675,32118.625,,6443.43,2673.4625,,352.022
2022/6/1 17:00,2502.9325,,,5034.1875,-1935.7875,18,1402.3875,3930.6125,,22208.9425,2169.46,31994.95,,6154.2075,2531.255,,392.739
2022/6/1 18:00,918.21,,,3020.1375,-2014.05,19,1475.9825,3277.7625,,23794.2675,1585.325,32173.05,,6834.6275,2101.9275,,428.997
2022/6/1 19:00,239.8825,,,2056.18,-963.9575,20,1518.525,2654.43,,24293.945,499.6775,32330.125,,7498.525,1816.2975,,535.625
2022/6/1 20:00,92.785,,,2268.755,212.575,21,1280.62,2407.97,,24307.825,13.88,32682,,7386.04,2175.97,,457.632
2022/6/1 21:00,80.57,,,2304.28,35.525,22,1043.785,2409.895,,24061.7925,-246.0325,32769.6,,7447.3125,2223.71,,468.957
2022/6/1 22:00,79.0125,,,1967.9125,-336.3675,23,891.46,2982.0175,,23459.2125,-602.58,32060.525,,7524.86,1888.9,,402.66
2022/6/1 23:00,78.31,,,1784.42,-183.4925,24,746.0025,3851.9475,,22732.2225,-726.99,31281.35,,7510.71,1706.11,,381.849
2022/6/2 0:00,75.96,,,1830.2175,45.7975,1,679.2175,5264.29,,22376.37,-355.8525,30838.625,,7311.255,1754.2575,,619.814
2022/6/2 1:00,83.42,,,1930.26,100.0425,2,787.9475,5954.9425,,22885.435,509.065,30731.85,,6704.1025,1846.84,,627.323
2022/6/2 2:00,86.905,,,2483.865,553.605,3,764.9125,6623.3775,,22821.3925,-64.0425,30720.8,,6180.455,2396.96,,632.193
2022/6/2 3:00,86.3725,,,2948.965,465.1,4,728.9425,7282.4675,,22367.755,-453.6375,30527.8,,5940.0225,2862.5925,,626.901
2022/6/2 4:00,85.44,,,3341.935,392.97,5,668.2825,7433.0025,,22081.68,-286.075,30589.675,,5834.3425,3256.495,,625.107
2022/6/2 5:00,209.4825,,,4154.4175,812.4825,6,784.5375,7187.79,,21495.5,-586.18,30721.025,,5855.645,3944.935,,624.313
2022/6/2 6:00,848.9825,,,5211.1325,1056.715,7,771.4475,7148.795,,21010.7125,-484.7875,31404.925,,5954.5275,4362.15,,624.472
2022/6/2 7:00,2085.9875,,,6141.3725,930.24,8,964.2925,7301.7225,,20302.53,-708.1825,31612.275,,6132.665,4055.385,,599.898
2022/6/2 8:00,3506.115,,,8164.675,2023.3025,9,1296.425,8643.795,,18430.28,-1872.25,31744.3,,6445.77,4658.56,,470.194
2022/6/2 9:00,4586.985,,,9862.9425,1698.2675,10,1526.4575,9927.875,,16722.15,-1708.13,31657.15,,6598.515,5275.9575,,392.723
2022/6/2 10:00,5704.65,,,10196.395,333.4525,11,1460.84,9907.865,,16464.6825,-257.4675,32002.3,,6802.0625,4491.745,,371.104
2022/6/2 11:00,6455.245,,,10608.77,412.375,12,1343.365,10421.695,,16013.9325,-450.75,32158.025,,6878.6875,4153.525,,371.924
2022/6/2 12:00,6401.99,,,10906.64,297.87,13,1107.395,11359.02,,14909.77,-1104.1625,31539.375,,6830.36,4504.65,,369.969
2022/6/2 13:00,5892.11,,,11033.3025,126.6625,14,1091.6025,11635.1075,,14689.415,-220.355,31315.6,,6684.485,5141.1925,,366.155
2022/6/2 14:00,4953.455,,,11189.5075,156.205,15,1161.1025,11086.5875,,15078.655,389.24,31576.175,,6469.115,6236.0525,,371.12
2022/6/2 15:00,3517.24,,,10736.095,-453.4125,16,1093.755,9782.1975,,16160.7475,1082.0925,31917.15,,6114.0625,7218.855,,383.599
2022/6/2 16:00,2453.375,,,10531.835,-204.26,17,1375.085,7291.66,,16968.5475,807.8,32212.825,,6087.5275,8078.46,,408.71
2022/6/2 17:00,1217.9925,,,9832.05,-699.785,18,1442.2675,4632.2175,,17797.5375,828.99,32101.225,,5913.905,8614.0575,,432.44
2022/6/2 18:00,528.9275,,,8437.18,-1394.87,19,1450.34,3070.12,,19246.9225,1449.385,32105.3,,5871.5375,7908.2525,,502.039
2022/6/2 19:00,100.1825,,,6761.4775,-1675.7025,20,1502.345,3029.0625,,20956.3,1709.3775,32144,,5928.5675,6661.295,,602.787
2022/6/2 20:00,4.375,,,6012.3075,-749.17,21,1280.67,3550.4125,,21909.055,952.755,32570.5,,5929.8075,6007.9325,,633.373
2022/6/2 21:00,0.5025,,,6648.34,636.0325,22,1158.695,4677.975,,21190.9025,-718.1525,32706.275,,6025.7275,6647.8375,,638.602
2022/6/2 22:00,0.6225,,,7602.9675,954.6275,23,906.335,6125.6425,,19076.2775,-2114.625,31858.4,,6085.49,7602.345,,574.778
2022/6/2 23:00,0.485,,,8664.835,1061.8675,24,800.49,7852.2,,17209.3275,-1866.95,31082.1,,6008.4275,8664.35,,407.946
2022/6/3 0:00,0.605,407.882,,8225.285,-439.55,1,811.465,7937.095,,17137.9575,-71.37,30576.225,,6024.4475,8224.68,,453.9
2022/6/3 1:00,0.5325,387.561,,8058.4575,-166.8275,2,670.9225,7661.1575,,17017.665,-120.2925,30389.8,,5984.6,8057.925,,428.243
2022/6/3 2:00,0.63,361.58,,7882.975,-175.4825,3,746.5625,7552.14,,17218.4925,200.8275,30346.75,,5991.845,7882.345,,425.696
2022/6/3 3:00,0.5,382.338,,7481.825,-401.15,4,774.625,7454.0325,,17334.31,115.8175,30227.925,,6186.415,7481.325,,435.214
2022/6/3 4:00,0.8725,386.431,,6598.855,-882.97,5,723.715,7357.97,,18289.7825,955.4725,30335.025,,6170.1025,6597.9825,,435.267
2022/6/3 5:00,73.175,364.573,,5983.275,-615.58,6,748.61,6986.905,,19199.4175,909.635,30606.425,,6172.3425,5910.1,,492.396
2022/6/3 6:00,523.1075,353.335,,6002.6675,19.3925,7,834.8075,5776.1175,,19583.3125,383.895,31145.275,,6394.1025,5479.56,,518.728
2022/6/3 7:00,1466.9375,335.116,,6740.505,737.8375,8,909.535,5669.245,,19302.29,-281.0225,31537.975,,6404.715,5273.5675,,498.252
2022/6/3 8:00,2483.8625,350,,8168.8025,1428.2975,9,1356.7675,6326.3375,,18717.645,-584.645,31972.525,,6442.845,5684.94,,462.704
2022/6/3 9:00,2563.34,341.286,,7743.045,-425.7575,10,1429.505,7451.1275,,19517.4725,799.8275,32428.1,,6597.0875,5179.705,,497.692
2022/6/3 10:00,2928.2075,333.731,,8845.8425,1102.7975,11,1529.3075,8661.3525,,19254.665,-262.8075,32814.925,,6243.725,5917.635,,551.666
2022/6/3 11:00,2738.005,350.892,,9877.205,1031.3625,12,1336.0275,9760.51,,17955.965,-1298.7,32566.8,,6069.6575,7139.2,,437.136
2022/6/3 12:00,2435.125,349.417,,10686.7075,809.5025,13,1220.8475,10706.0525,,16250.1925,-1705.7725,31840.275,,6124.2225,8251.5825,,364.656
2022/6/3 13:00,2133.705,349.634,,11565.215,878.5075,14,1175.995,10137.9025,,15195.055,-1055.1375,31700.075,,6115.8,9431.51,,355.376
2022/6/3 14:00,1820.86,346.502,,11677.0025,111.7875,15,1131.5225,9333.555,,15197.6925,2.6375,31747.125,,6003.9525,9856.1425,,349.612
2022/6/3 15:00,1534.31,362.609,,11465.7725,-211.23,16,1038.3975,8215.565,,15301.4025,103.71,31701.175,,5972.3975,9931.4625,,353.292
2022/6/3 16:00,1105,352.022,,11243.25,-222.5225,17,1396.25,6426.9425,,16133.1075,831.705,31952.2,,5972.0925,10138.25,,419.47
2022/6/3 17:00,666.125,392.739,,11031.375,-211.875,18,1457.7225,4154.1675,,16130.26,-2.8475,31717.55,,6013.6375,10365.25,,403.449
2022/6/3 18:00,320.725,428.997,,9883.23,-1148.145,19,1438.88,2717.62,,17116.875,986.615,31662.525,,6101.3,9562.505,,402.164
2022/6/3 19:00,68.7925,535.625,,8848.18,-1035.05,20,1511.5175,2466.335,,18264.82,1147.945,31659.75,,6058.2675,8779.3875,,415.277
2022/6/3 20:00,0.98,457.632,,8798.1075,-50.0725,21,1247.38,2937.115,,18301.9975,37.1775,31904.2,,6051.475,8797.1275,,421.335
2022/6/3 21:00,0.135,468.957,,8394.535,-403.5725,22,1170.7575,2538.51,,18709.125,407.1275,31965.15,,6032.2475,8394.4,,427.941
2022/6/3 22:00,0.2625,402.66,,8194.68,-199.855,23,890.115,3254.0075,,18230.48,-478.645,31541.6,,6006.555,8194.4175,,421.561
2022/6/3 23:00,0.2825,381.849,,7689.2825,-505.3975,24,742.615,4206.57,,17691.27,-539.21,30646.75,,6008.8125,7689,,387.136
2022/6/4 0:00,0.3675,619.814,,6970.34,-718.9425,1,769.2325,4799.65,,18131.8425,440.5725,30319.2,,5986.25,6969.9725,,410.124
2022/6/4 1:00,0.2325,627.323,,6611.705,-358.635,2,748.3775,5038.18,,18447.3375,315.495,30296.725,,5986.06,6611.4725,,424.355
2022/6/4 2:00,0.365,632.193,,6211.1125,-400.5925,3,706.5475,4978.005,,18776.4325,329.095,30249.9,,5968.9025,6210.7475,,432.869
2022/6/4 3:00,0.16,626.901,,6601.3375,390.225,4,706.55,4695.2125,,18265.46,-510.9725,30035.45,,5875.2025,6601.1775,,374.923
2022/6/4 4:00,0.22,625.107,,6374.25,-227.0875,5,774.77,5022.0225,,18554.21,288.75,30081.55,,5927.86,6374.03,,412.545
2022/6/4 5:00,102.66,624.313,,5642.1325,-732.1175,6,784.9425,5339.7275,,19308.265,754.055,30085.525,,5920.07,5539.4725,,464.228
2022/6/4 6:00,606.3425,624.472,,5281.0625,-361.07,7,753.8025,5743.095,,20184.895,876.63,30693.825,,5981.67,4674.72,,533.91
2022/6/4 7:00,1826.57,599.898,,7252.1525,1971.09,8,1022.01,7580.4475,,18638.8975,-1545.9975,30974.075,,6105.035,5425.5825,,474.206
2022/6/4 8:00,3793.7075,470.194,,9706.63,2454.4775,9,1394.0575,9598.2825,,16343.895,-2295.0025,31189.525,,6533.0575,5912.9225,,355.32
2022/6/4 9:00,5373.475,392.723,,12124.0875,2417.4575,10,1479.005,11137.4725,,14101.9225,-2241.9725,31548.525,,6801.52,6750.6125,,330.19
2022/6/4 10:00,6144.8525,371.104,,13339.6975,1215.61,11,1513.47,11782.5,,12974.5925,-1127.33,31704.625,,6903.805,7194.845,,244.555
2022/6/4 11:00,6494.6275,371.924,,13959.095,619.3975,12,1318.5125,11782.5,,12314.7875,-659.805,31781.425,,6826.055,7464.4675,,61.133
2022/6/4 12:00,6342.255,369.969,,14011.2125,52.1175,13,1241.12,11782.5,,11721.6525,-593.135,31312.575,,6820.83,7668.9575,,50.097
2022/6/4 13:00,6091.345,366.155,,14065.61,54.3975,14,1027.2,11782.5,,11499.815,-221.8375,31261.375,,6723.15,7974.265,,42.68
2022/6/4 14:00,6047.52,371.12,,14592.3875,526.7775,15,1134.39,11782.5,,11180.205,-319.61,31298.65,,6660.4475,8544.8675,,114.014
2022/6/4 15:00,5554.7625,383.599,,14632.8075,40.42,16,1193.375,11782.5,,11197.7875,17.5825,31177.325,,6540.105,9078.045,,100.727
2022/6/4 16:00,4490.3225,408.71,,14041.595,-591.2125,17,1354.5675,11758.8225,,12301.87,1104.0825,31396.9,,6408.0025,9551.2725,,324.498
2022/6/4 17:00,2600.3525,432.44,,12363.925,-1677.67,18,1551.56,11054.95,,14355.905,2054.035,31409.9,,6241.63,9763.5725,,363.601
2022/6/4 18:00,947.9475,502.039,,10732.5775,-1631.3475,19,1496.7,9145.65,,15464.895,1108.99,31414.85,,6714.0775,9784.63,,380.206
2022/6/4 19:00,230.94,602.787,,9594.4275,-1138.15,20,1503.2875,7271.5825,,16519.6525,1054.7575,31491.35,,6880.5575,9363.4875,,364.362
2022/6/4 20:00,79.755,633.373,,7900.655,-1693.7725,21,1158.7075,6585.9975,,18421.8225,1902.17,32070.675,,6906.905,7820.9,,422.457
2022/6/4 21:00,79.3725,638.602,,7316.1575,-584.4975,22,1088.555,5843.19,,19207.4525,785.63,32338.025,,6902.97,7236.785,,514.095
2022/6/4 22:00,79.6175,574.778,,6516.965,-799.1925,23,900.86,5649.8075,,19683.3775,475.925,31902.3,,6602.8175,6437.3475,,516.094
2022/6/4 23:00,79.9875,407.946,,5512.51,-1004.455,24,735.915,5962.05,,20139.4625,456.085,31106.1,,6190.0425,5432.5225,,618.432
2022/6/5 0:00,80.31,453.9,,4824.39,-688.12,1,765.07,5996.995,,20464.165,324.7025,30612.1,,6088.615,4744.08,,483.567
2022/6/5 1:00,80.175,428.243,,5016.36,191.97,2,752.6,6620.405,,20004.27,-459.895,30366.1,,6098.07,4936.185,,494.077
2022/6/5 2:00,80.6675,425.696,,5307.405,291.045,3,705.8625,6828.8825,,19541.545,-462.725,30247.875,,6104.7875,5226.7375,,495.868
2022/6/5 3:00,80.0475,435.214,,5121.635,-185.77,4,776.47,7154.935,,19911.2475,369.7025,30402.725,,6146.3125,5041.5875,,501.229
2022/6/5 4:00,79.9825,435.267,,4657.43,-464.205,5,767.495,6980.7225,,20467.03,555.7825,30471.1,,6114.135,4577.4475,,510.746
2022/6/5 5:00,184.4575,492.396,,5050.54,393.11,6,715.8025,6278.875,,20170.83,-296.2,30594.975,,6089.4075,4866.0825,,510.988
2022/6/5 6:00,745.3725,518.728,,6111.6575,1061.1175,7,763.625,5922.465,,19432.29,-738.54,30991.025,,6210.7025,5366.285,,477.963
2022/6/5 7:00,2352.47,498.252,,8570.31,2458.6525,8,1046.695,6557.5425,,17454.4825,-1977.8075,31315.725,,6337.6275,6217.84,,392.192
2022/6/5 8:00,4131.45,462.704,,11757.62,3187.31,9,1323.3075,8427.265,,14595.21,-2859.2725,31609.575,,6580.0525,7626.17,,337.187
2022/6/5 9:00,5302.4075,497.692,,13886.4475,2128.8275,10,1411.55,10016.0625,,12612.755,-1982.455,31844.3,,6756.6475,8584.04,,99.214
2022/6/5 10:00,5908.9825,551.666,,15049.1525,1162.705,11,1524.995,11137.2875,,11814.025,-798.73,32127.95,,6789.7675,9140.17,,52.038
2022/6/5 11:00,5767.98,437.136,,15549.325,500.1725,12,1305.565,11691.2175,,11282.33,-531.695,32332.5,,6806.41,9781.345,,40.093
2022/6/5 12:00,5400.7075,364.656,,15159.2625,-390.0625,13,1194.58,11695.5,,11175.3075,-107.0225,31915.775,,6775.785,9758.555,,26.662
2022/6/5 13:00,5159.77,355.376,,15030.3225,-128.94,14,1126.535,11695.5,,11092.915,-82.3925,31721.075,,6724.3725,9870.5525,,28.806
2022/6/5 14:00,4818.8925,349.612,,15153.15,122.8275,15,1096.835,11695.5,,11276.735,183.82,31943.4,,6610.35,10334.2575,,32.224
2022/6/5 15:00,4523.7525,353.292,,15189.1275,35.9775,16,1134.735,11461.8025,,11427.6725,150.9375,32000.65,,6518.585,10665.375,,79.499
2022/6/5 16:00,3940.2325,419.47,,15255.8825,66.755,17,1434.9125,9764.605,,12018.68,591.0075,32209.475,,6369.825,11315.65,,195.349
2022/6/5 17:00,2490.8125,403.449,,13980.5375,-1275.345,18,1551.665,7833.405,,13481.5025,1462.8225,32077.125,,6166.75,11489.725,,295.392
2022/6/5 18:00,937.115,402.164,,12511.34,-1469.1975,19,1522.26,6118.475,,14786.3125,1304.81,32117.575,,6342.1825,11574.225,,359.887
2022/6/5 19:00,237.42,415.277,,11693.77,-817.57,20,1477.67,4408.195,,15080.4875,294.175,32115.775,,6819.1875,11456.35,,325.868
2022/6/5 20:00,87.6025,421.335,,9782.5625,-1911.2075,21,1274.905,2683.48,,16951.6325,1871.145,32572.175,,7112.885,9694.96,,380.717
2022/6/5 21:00,86.5825,427.941,,8035.62,-1746.9425,22,1094.3075,2463.905,,18844.835,1893.2025,33028.9,,7242.7525,7949.0375,,431.8
2022/6/5 22:00,85.6075,421.561,,6923.915,-1111.705,23,924.09,3066.2625,,19198.8075,353.9725,32365.475,,7166.8425,6838.3075,,454.42
2022/6/5 23:00,85.1825,387.136,,5986.7875,-937.1275,24,649.155,4296.8575,,19376.025,177.2175,31430.6,,6716.9425,5901.605,,469.847
2022/6/6 0:00,81.46,410.124,,4921.2125,-1065.575,1,744.74,4886.765,,20153.685,777.66,30901.8,,6571.6425,4839.7525,,426.93
2022/6/6 1:00,79.2925,424.355,,4298.845,-622.3675,2,711.155,5176.835,,20643.275,489.59,30797,,6566.035,4219.5525,,438.25
2022/6/6 2:00,79.055,432.869,,3782.805,-516.04,3,717.3725,5066.105,,21106.9025,463.6275,30727.825,,6555.49,3703.75,,439.165
2022/6/6 3:00,78.005,374.923,,3588.1325,-194.6725,4,749.905,5213.075,,21343.7975,236.895,30719.65,,6537.625,3510.1275,,449.268
2022/6/6 4:00,75.9875,412.545,,3659.385,71.2525,5,800.775,4981.02,,21455.86,112.0625,30854.3,,6539.83,3583.3975,,448.814
2022/6/6 5:00,200.7,464.228,,3804.16,144.775,6,784.11,4246.9425,,21488.6025,32.7425,31014.9,,6506.2475,3603.46,,445.122
2022/6/6 6:00,867.835,533.91,,4480.4975,676.3375,7,729.845,4014.095,,21430.195,-58.4075,31636.425,,6455.5775,3612.6625,,442.655
2022/6/6 7:00,2214.965,474.206,,5528.4225,1047.925,8,1031.1575,4785.55,,20910.245,-519.95,32001.05,,6593.54,3313.4575,,433.724
2022/6/6 8:00,3769.395,355.32,,6987.0475,1458.625,9,1296.4625,5804.6575,,19724.0175,-1186.2275,32203.45,,6788.8475,3217.6525,,406.202
2022/6/6 9:00,5054.9125,330.19,,8112.72,1125.6725,10,1547.0425,6894.955,,19262.405,-461.6125,32499.325,,6671.2425,3057.8075,,372.539
2022/6/6 10:00,5520.3775,244.555,,8422.48,309.76,11,1545.2175,7416.9025,,19615.545,353.14,33007.425,,6514.6175,2902.1025,,408.92
2022/6/6 11:00,6089.0925,61.133,,9100.265,677.785,12,1238.3525,8250.125,,18550.3625,-1065.1825,33007.875,,6595.6,3011.1725,,388.888
2022/6/6 12:00,6252.97,50.097,,9346.06,245.795,13,1180.895,9472.8275,,17567.5625,-982.8,32279.1,,6546.3725,3093.09,,352.425
2022/6/6 13:00,6397.68,42.68,,9467.1975,121.1375,14,1121.2425,9803.875,,17020.9,-546.6625,32001.15,,6634.295,3069.5175,,321.215
2022/6/6 14:00,6120.44,114.014,,9330.98,-136.2175,15,1120.8475,9547.0325,,17348.995,328.095,32160.825,,6601.6975,3210.54,,322.096
2022/6/6 15:00,5586.1775,100.727,,8881.3275,-449.6525,16,1095.4525,8314.12,,18360.3275,1011.3325,32640.45,,6494.2475,3295.15,,376.778
2022/6/6 16:00,4274.8925,324.498,,7660.6925,-1220.635,17,1278.2125,6287.0125,,20028.4,1668.0725,32895.625,,6484.745,3385.8,,447.283
2022/6/6 17:00,2531.825,363.601,,5770.005,-1890.6875,18,1472.345,4254.63,,21948.4925,1920.0925,32664.1,,6417.9475,3238.18,,496.215
2022/6/6 18:00,1001.3975,380.206,,3938.17,-1831.835,19,1514.8725,2531.0675,,23046.5875,1098.095,32656.95,,7187.065,2936.7725,,575.979
2022/6/6 19:00,249.2475,364.362,,3705.7925,-232.3775,20,1478.74,2400,,23720.9,674.3125,32909.85,,6961.8975,3456.545,,576.451
2022/6/6 20:00,75.07,422.457,,3890.6425,184.85,21,1287.42,2400,,23390.8825,-330.0175,33085.25,,7091.145,3815.5725,,555.904
2022/6/6 21:00,74.075,514.095,,4874.695,984.0525,22,1215.5675,2400,,22720.29,-670.5925,33356.65,,6977.2325,4800.62,,500.793
2022/6/6 22:00,73.165,516.094,,5643.3,768.605,23,831.685,2670.0275,,21080.0225,-1640.2675,32661.1,,6769.4625,5570.135,,423.63
2022/6/6 23:00,72.8125,618.432,,6237.705,594.405,24,716.0675,3320.5625,,19344.1475,-1735.875,31633.2,,6767.415,6164.8925,,377.587
2022/6/7 0:00,73.2825,483.567,,6714.1675,476.4625,1,713.92,5213.01,,18230.8425,-1113.305,31053.575,,6822.485,6640.885,,255.285
2022/6/7 1:00,73.6375,494.077,,7696.0925,981.925,2,740.35,5741.2825,,17343.3975,-887.445,30909.375,,6610.235,7622.455,,212.758
2022/6/7 2:00,73.795,495.868,,7808.1625,112.07,3,668.62,6163.635,,17213.2525,-130.145,30664.75,,6311.955,7734.3675,,250.704
2022/6/7 3:00,73.3625,501.229,,7556.95,-251.2125,4,744.09,6467.27,,17656.6725,443.42,30653.55,,6184.0175,7483.5875,,274.846
2022/6/7 4:00,74.645,510.746,,7310.185,-246.765,5,747.6925,6643.26,,17744.9325,88.26,30530.35,,6222.925,7235.54,,277.383
2022/6/7 5:00,203.2525,510.988,,7395.535,85.35,6,702.8375,6611.385,,17737.6,-7.3325,30772.9,,6342.6025,7192.2825,,279.962
2022/6/7 6:00,817.2825,477.963,,7422.125,26.59,7,726.69,6734.285,,18257.0875,519.4875,31325.525,,6373.0025,6604.8425,,288.361
2022/6/7 7:00,2321.1675,392.192,,8357.2275,935.1025,8,955.5175,7624.325,,17884.6325,-372.455,31775.55,,6489.2075,6036.06,,263.964
2022/6/7 8:00,4014.285,337.187,,10422.77,2065.5425,9,1308.7575,9313.65,,16152.47,-1732.1625,32011.775,,6745.2925,6408.485,,175.115
2022/6/7 9:00,5271.1125,99.214,,12034.2225,1611.4525,10,1408.81,10637.2275,,14443.5225,-1708.9475,31856.975,,6788.04,6763.11,,35.707
2022/6/7 10:00,5956.6725,52.038,,12839.3425,805.12,11,1491.565,11039.8525,,13782.56,-660.9625,32074.675,,6944.3375,6882.67,,40.703
2022/6/7 11:00,6202.0425,40.093,,13341.5675,502.225,12,1221.92,11318.63,,12967.4325,-815.1275,32134.425,,7047.345,7139.525,,29.105
2022/6/7 12:00,6097.4375,26.662,,13374.2925,32.725,13,1107.2825,11500.5,,12285.295,-682.1375,31581.925,,7029.62,7276.855,,23.219
2022/6/7 13:00,5880.765,28.806,,13439.2775,64.985,14,1066.3625,11500.5,,12185.5525,-99.7425,31368.45,,6809.9825,7558.5125,,24.34
2022/6/7 14:00,5314.94,32.224,,13585.7275,146.45,15,1017.065,11333.3075,,12301.37,115.8175,31607.85,,6737.8175,8270.7875,,26.388
2022/6/7 15:00,4778.2175,79.499,,13705.395,119.6675,16,1063.495,11085.135,,12485.18,183.81,31756.825,,6629.745,8927.1775,,39.089
2022/6/7 16:00,3958.99,195.349,,13251.4325,-453.9625,17,1225.1575,9821.195,,13486.315,1001.135,31879.75,,6367.16,9292.4425,,44.801
2022/6/7 17:00,2560.57,295.392,,12715.8375,-535.595,18,1427.85,8048.55,,14452.83,966.515,31849.25,,6108.4325,10155.2675,,144.537
2022/6/7 18:00,951.585,359.887,,11973.56,-742.2775,19,1534.8325,6584.96,,15449.8325,997.0025,31806.35,,5917.79,11021.975,,227.508
2022/6/7 19:00,245.925,325.868,,10995.375,-978.185,20,1468.5625,4749.26,,16399.385,949.5525,31850.275,,5924.0775,10749.45,,223.072
2022/6/7 20:00,83.275,380.717,,9624.9775,-1370.3975,21,1272.4675,3084.1125,,17972.365,1572.98,32334.5,,6009.625,9541.7025,,289.977
2022/6/7 21:00,81.31,431.8,,8757.7,-867.2775,22,1107.5275,1878.0125,,18828.9625,856.5975,32610.5,,6131.365,8676.39,,288.699
2022/6/7 22:00,80.1075,454.42,,7792.825,-964.875,23,903.5125,1875.2225,,19017.23,188.2675,32108.875,,6202.3325,7712.7175,,280.208
2022/6/7 23:00,79.8175,469.847,,6929.5,-863.325,24,771.545,2358.22,,18918.55,-98.68,31438.975,,6362.47,6849.6825,,278.312
2022/6/8 0:00,79.075,426.93,,6249.595,-679.905,1,720.26,3788.36,,19050.05,131.5,30973.875,,6394.49,6170.52,,278.011
2022/6/8 1:00,78.2275,438.25,,5300.79,-948.805,2,792.2525,3591.4375,,19844.95,794.9,30764.5,,6411.0125,5222.5625,,313.32
2022/6/8 2:00,78.1375,439.165,,4475.7,-825.09,3,714.885,3094.14,,20357.595,512.645,30660.225,,6541.815,4397.5625,,323.966
2022/6/8 3:00,70.65,449.268,,3206.48,-1269.22,4,730.2825,3103.26,,21975.185,1617.59,30867.55,,6416.1675,3135.83,,395.364
2022/6/8 4:00,67.195,448.814,,2124.035,-1082.445,5,696.64,2948.305,,23242.4175,1267.2325,30943.25,,6273.4375,2056.84,,880.092
2022/6/8 5:00,171.905,445.122,,1616.8825,-507.1525,6,663.205,2768.155,,23549.685,307.2675,31114.9,,6611.5375,1444.9775,,533.031
2022/6/8 6:00,864.32,442.655,,1936.295,319.4125,7,730.8825,2429.1975,,23326.5875,-223.0975,31693.05,,7161.05,1071.975,,473.842
2022/6/8 7:00,2099.1875,433.724,,3166.9925,1230.6975,8,922.3775,2628.775,,22786.6,-539.9875,32129.225,,7098.01,1067.805,,413.966
2022/6/8 8:00,3396.895,406.202,,4708.54,1541.5475,9,1311.9475,3752.7275,,22164.18,-622.42,32442.35,,6881.5775,1311.645,,381.895
2022/6/8 9:00,4706.9825,372.539,,5812.535,1103.995,10,1460.0325,4847.6975,,21616.44,-547.74,32688.45,,6719.5075,1105.5525,,369.293
2022/6/8 10:00,5928.51,408.92,,6884.32,1071.785,11,1524.425,5651.9025,,20918.355,-698.085,33165,,6886.75,955.81,,363.827
2022/6/8 11:00,6439.005,388.888,,7576.965,692.645,12,1236.9975,6451.2825,,20000.0575,-918.2975,33263.3,,6923.275,1137.96,,346.076
